FID,SLN,TEA,SCHOOLNAME,LEVEL_,Latitude,Longitude,ADDRESS,CITY,ZIP,PHONE,WEBSITE,NAME,mhiE,mhiM,rohhE,rohhM,tot_mf,tot_units,MAR2022,IncomeNeed,TotEvictions,EvicFilAmt,EVR
203,16,16,South Oak Cliff High School,High,32.6995579864,-96.8162421471,3601 S. Marsalis Ave.,Dallas,75216,2149327000,http://www.dallasisd.org/soc,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
204,241,241,Manns Elementary School for DAEP,Alternative,32.7045254663,-96.8245795003,3313 S. Beckley Ave.,Dallas,75224,9728928000,http://www.dallasisd.org/daep,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
205,11,11,Manns Middle School for DAEP,Alternative,32.7045254663,-96.8245795003,3313 S. Beckley Ave.,Dallas,75224,9729257060,http://www.dallasisd.org/lacey,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
206,29,29,Manns High School for DAEP,Alternative,32.7045254663,-96.8245795003,3313 S. Beckley Ave.,Dallas,75224,9729257000,http://www.dallasisd.org/scgc,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
207,41,41,Ewell Townview Center,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
208,7,7,Jefferson High School,High,32.8819061774,-96.8449502786,4001 Walnut Hill Lane,Dallas,75229,9725027300,http://www.dallasisd.org/tjefferson,ZCTA5 75229,107886,7040,3630,348,13,3111,1269.18181818182,60920.7272727273,128,2785.111640625,35.2617079889807
209,21,21,White High School,High,32.9168578495,-96.8316701625,4505 Ridgeside Dr.,Dallas,75244,9725026200,http://www.dallasisd.org/wtwhite,ZCTA5 75244,100485,10970,2875,283,18,4750,1984.15384615385,95239.3846153846,249,2255.90240963855,86.6086956521739
210,73,73,Longfellow Career Exploration Academy,Magnet,32.8482929054,-96.8201885355,5314 Boaz St.,Dallas,75209,9727495400,http://www.dallasisd.org/longfellow,ZCTA5 75209,103130,9643,2673,439,15,1788,1589.61538461538,76301.5384615385,83,2933.60686746988,31.0512532734755
211,28,28,Conrad High School,High,32.876382604,-96.7519045947,7502 Fair Oaks Ave.,Dallas,75231,9725022300,http://www.dallasisd.org/conrad,ZCTA5 75231,45052,3207,14535,799,85,19970,1170.84848484848,56200.7272727273,649,2490.09473765432,44.6508427932577
212,14,14,Samuell High School,High,32.7453192377,-96.6676604233,8928 Palisade Dr.,Dallas,75217,9728925100,http://www.dallasisd.org/samuell,ZCTA5 75217,44384,2417,10066,817,34,4458,966.076923076923,46371.6923076923,429,2454.56117370892,42.6187164712895
213,17,17,Spruce High School,High,32.7105045574,-96.6538519206,9733 Old Seagoville Rd.,Dallas,75217,9728925500,http://www.dallasisd.org/spruce,ZCTA5 75217,44384,2417,10066,817,34,4458,966.076923076923,46371.6923076923,429,2454.56117370892,42.6187164712895
214,382,382,IDEA at Fannin PLC High School,Choice,32.8053969193,-96.7760896528,4800 Ross Ave.,Dallas,75204,9727946800,http://www.dallasisd.org/idea,ZCTA5 75204,83050,6061,14964,839,212,21239,1617.2030075188,77625.7443609023,509,3286.5915581854,34.0149692595563
215,285,285,Harllee EC Center,Magnet,32.7504300373,-96.8058707185,1216 E. Eighth St.,Dallas,75203,9729256500,http://www.dallasisd.org/harllee,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
216,360,360,Hulcy STEAM Middle School,Choice,32.6385779658,-96.8470518156,9338 S. Polk St.,Dallas,75232,2149327400,http://www.dallasisd.org/steam,ZCTA5 75232,48768,4207,4059,479,13,2085,1042.33333333333,50032,328,3095.74978593272,80.8080808080808
217,25,25,Skyline High School,High,32.7805094495,-96.6905499175,7777 Forney Rd.,Dallas,75227,9725023400,http://www.dallasisd.org/skyline,ZCTA5 75227,49744,3870,7934,770,35,4591,939.275862068965,45085.2413793103,572,2356.64802120141,72.0947819510966
218,9,9,Lincoln High School,High,32.7548027086,-96.7496989027,2826 Hatcher St.,Dallas,75215,9729257600,http://www.dallasisd.org/lincoln,ZCTA5 75215,32077,2523,4759,504,69,3713,1018.03125,48865.5,433,2361.84223776224,90.985501155705
219,306,306,Solar Preparatory STEAM School for Girls,Choice,32.8167680808,-96.7813190021,2617 N. Henderson Ave.,Dallas,75206,9727494300,http://www.dallasisd.org/solarprep,ZCTA5 75206,79468,4022,14844,783,229,21098,1553.75409836066,74580.1967213115,307,3255.77133986928,20.6817569388305
220,802,802,Lewis Social Justice Academy,Magnet,32.7162962741,-96.7909683622,2001 E. Kiest Blvd.,Dallas,75216,9729258500,http://www.dallasisd.org/owholmes,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
221,830,830,"Starks Math, Science, and Technology Vanguard Elementary School",Magnet,32.7217663084,-96.7740982492,3033 Tips Blvd.,Dallas,75216,9725028800,http://www.dallasisd.org/starks,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
222,381,381,Obama Male Leadership Academy,Magnet,32.691856683,-96.7648941545,3030 Stag Rd.,Dallas,75241,9727492100,http://www.dallasisd.org/obama,ZCTA5 75241,38792,3242,4042,427,11,2233,931,44688,455,2550.79947019868,112.568035625928
223,26,26,School of Science and Engineering,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,http://www.dallasisd.org/semagnet,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
224,33,33,Marvin E. Robinson School of Business and Management,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,http://www.dallasisd.org/businessmagnet,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
225,36,36,School of Health Professions,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,http://www.dallasisd.org/healthmagnet,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
226,37,37,Rosie M. Collins Sorrells School of Education and Socal Services,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,http://www.dallasisd.org/essm,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
227,38,38,Judge Barefoot Sanders Law Magnet,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,http://www.dallasisd.org/lawmagnet,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
228,39,39,School for the Talented and Gifted,Magnet,32.7525579264,-96.8071708605,1201 E. Eighth St.,Dallas,75203,9729255900,http://www.dallasisd.org/tagmagnet,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
229,206,206,Sanger Preparatory School,Elementary,32.8134597978,-96.7094320584,8410 San Leandro Dr.,Dallas,75218,9727497600,http://www.dallasisd.org/sanger,ZCTA5 75218,95500,11196,3443,326,12,2490,1309.1,62836.8,122,2241.14827868852,35.4342143479524
230,263,263,Starks Elementary School,Elementary,32.7217663084,-96.7740982492,3033 Tips Blvd.,Dallas,75216,9725028800,http://www.dallasisd.org/starks,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
231,51,51,Lewis Middle School,Middle,32.7162962741,-96.7909683622,2001 E. Kiest Blvd.,Dallas,75216,9729258500,http://www.dallasisd.org/owholmes,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
232,383,383,CityLab High School,Choice,32.7751728934,-96.7934092034,912 S. Ervay St.,Dallas,75201,9727492702,http://www.dallasisd.org/citylabhs,ZCTA5 75201,95907,8997,9969,662,63,15407,2267.6862745098,108848.941176471,534,3831.70046816479,53.5660547697863
233,273,273,Pleasant Grove Elementary School,Elementary,32.7384626476,-96.6556628761,1614 N. St. Augustine Rd.,Dallas,75217,9728925000,http://www.dallasisd.org/pleasantgrove,ZCTA5 75217,44384,2417,10066,817,34,4458,966.076923076923,46371.6923076923,429,2454.56117370892,42.6187164712895
234,300,300,Arlington Park Early Childhood Center,Magnet,32.8152806315,-96.8525233744,5606 Wayside Dr.,Dallas,75235,9727495500,http://www.dallasisd.org/arlingtonparkec,ZCTA5 75235,49805,6926,6659,630,44,7701,1535.15625,73687.5,237,3890.41227848101,35.5909295690044
235,387,387,North Lake Early College High School,Magnet,32.8716698748,-96.9671046172,5001 N. MacArthur Blvd,Irving,75038,9729255481,https://www.dallasisd.org/northlakecollegiate,ZCTA5 75038,64678,4600,11110,1052,43,11143,1341.30952380952,64382.8571428572,771,2320.40383507853,69.3969396939694
236,501,501,Career Institute South,Magnet,32.6923751921,-96.8260786227,4949 Village Fair Dr.,Dallas,75224,9729258922,http://www.dallasisd.org/careerinstitutes,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
237,312,312,Johnson STEM Academy,Elementary,32.5907835967,-96.6764787009,201 S. Goode Rd.,Wilmer,75172,9729251900,http://www.dallasisd.org/johnson,ZCTA5 75172,57895,16370,696,231,4,952,860,41280,178,1497.79702247191,255.747126436782
238,361,361,Downtown Montessori at Ida B. Wells Academy,Choice,32.781765461,-96.7954952675,1901 Main St.,Dallas,75201,9727492500,http://www.dallasisd.org/downtownmontessori,ZCTA5 75201,95907,8997,9969,662,63,15407,2267.6862745098,108848.941176471,534,3831.70046816479,53.5660547697863
239,500,500,Career Institute North,Magnet,32.9325470452,-96.8382140889,13400 Midway Rd.,Farmers Branch,75244,9729258972,http://www.dallasisd.org/careerinstitutes,ZCTA5 75244,100485,10970,2875,283,18,4750,1984.15384615385,95239.3846153846,249,2255.90240963855,86.6086956521739
240,502,502,Career Institute East,Magnet,32.7558506241,-96.7512456436,2826 Elsie Faye Heggins St.,Dallas,75215,9729257600,http://www.dallasisd.org/careerinstitutes,ZCTA5 75215,32077,2523,4759,504,69,3713,1018.03125,48865.5,433,2361.84223776224,90.985501155705
241,307,307,H.S. Thompson Elementary School,Elementary,32.7455312984,-96.7526593538,5700 Bexar St.,Dallas,75215,9729253700,http://www.dallasisd.org/thompson,ZCTA5 75215,32077,2523,4759,504,69,3713,1018.03125,48865.5,433,2361.84223776224,90.985501155705
242,388,388,Haynes Global Preparatory Academy at Paul Quinn College,Choice,32.6780929066,-96.755624884,3837 Simpson Stuart Rd.,Dallas,75241,9727493300,http://www.dallasisd.org/quinnglobal,ZCTA5 75241,38792,3242,4042,427,11,2233,931,44688,455,2550.79947019868,112.568035625928
243,340,340,Dallas Hybrid Preparatory at Stephen J. Hay,Choice,32.8211169183,-96.8098551974,3801 Herschel Ave.,Dallas,75219,9727492800,http://www.dallasisd.org/hybridschool,ZCTA5 75219,81205,9493,11005,805,178,15179,1773.67647058824,85136.4705882353,345,3673.01702941177,31.3493866424353
244,322,322,Prestonwood Montessori at E. D. Walker,Magnet,32.9193928343,-96.809889233,12532 Nuestra Dr.,Dallas,75230,9729258972,http://www.dallasisd.org/walkermontessori,ZCTA5 75230,105045,6577,4905,572,18,4474,1353.64705882353,64975.0588235294,191,2598.52643979058,38.9398572884811
245,318,318,West Dallas STEM School,Choice,32.7812614319,-96.8586334638,2200 Dennison St.,Dallas,75212,9725022700,http://www.dallasisd.org/westdallasstem,ZCTA5 75212,42115,4419,3799,392,11,3348,1359.25,65244,163,2567.1436196319,42.9060279020795
246,318,318,West Dallas STEM School,Middle,32.7812614319,-96.8586334638,2200 Dennison St.,Dallas,75212,9725022700,http://www.dallasisd.org/westdallasstem,ZCTA5 75212,42115,4419,3799,392,11,3348,1359.25,65244,163,2567.1436196319,42.9060279020795
247,554,554,iLearn Virtual Academy,Choice,32.7912507683,-96.7732683978,408 N. Haskell Ave,Dallas,75243,9729253700,http://www.dallasisd.org/ilearn,ZCTA5 75243,43673,2073,20884,914,73,18139,1145.921875,55004.25,2435,2520.41820766378,116.596437464087
248,371,371,Biomedical Preparatory,Choice,32.8252783864,-96.8465588161,6516 Forest Park Rd,Dallas,75235,9727495900,http://www.dallasisd.org/biomedicalprep,ZCTA5 75235,49805,6926,6659,630,44,7701,1535.15625,73687.5,237,3890.41227848101,35.5909295690044
249,250,250,Young Jr. Elementary School,Elementary,32.6962803492,-96.7858796584,4601 Veterans Dr.,Dallas,75216,9727492000,http://www.dallasisd.org/young,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
250,191,191,Pease Elementary School,Elementary,32.6979978088,-96.7726417796,2914 Cummings St.,Dallas,75216,2149323800,http://www.dallasisd.org/pease,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
